id,year,month,geoid,cii.indoor.demand,cii.indoor.total_use,cii.total_use,indoor.demand,outdoor.demand
1102,2015,4,60375709012,526265.94,526265.94,526265.94,1.7542198e+06,2.496463e+06
1103,2015,4,60375709013,519092.16,519092.16,519092.16,1.7303071e+06,2.2475102e+06
1104,2015,4,60375709014,288562.97,288562.97,288562.97,961876.6,1.154614e+06
1105,2015,4,60375709015,438481.3,438481.3,438481.3,1.4616044e+06,2.1025765e+06
1106,2015,4,60375709021,453333.1,453333.1,453333.1,1.5111104e+06,1.7586195e+06
1107,2015,4,60375709022,583647.3,583647.3,583647.3,1.9454911e+06,2.4652572e+06
1108,2015,4,60375709023,479885.97,479885.97,479885.97,1.5996199e+06,1.9839944e+06
1109,2015,4,60375710001,438752.06,438752.06,438752.06,1.4625069e+06,3.1628798e+06
1110,2015,4,60375710002,377606.4,377606.4,377606.4,1.258688e+06,1.965271e+06
1111,2015,4,60375710003,412676.47,412676.47,412676.47,1.3755881e+06,1.4867822e+06
1112,2015,4,60375710004,333007.7,333007.7,333007.7,1.1100256e+06,1.0672379e+06
1113,2015,4,60375710005,304861.16,304861.16,304861.16,1.0162038e+06,1.2253471e+06
1114,2015,4,60375710006,539661.9,539661.9,539661.9,1.798873e+06,1.5471134e+06
1115,2015,4,60375711011,301232.84,301232.84,301232.84,1.0041095e+06,980555.2
1116,2015,4,60375711012,340874.84,340874.84,340874.84,1.1362495e+06,1.1670964e+06
1117,2015,4,60375711013,465637.1,465637.1,465637.1,1.5521236e+06,1.6754039e+06
1118,2015,4,60375711014,501400.8,501400.8,501400.8,1.671336e+06,1.5679172e+06
1119,2015,4,60375711015,297148.78,297148.78,297148.78,990495.94,2.1372495e+06
1120,2015,4,60375711021,337583.5,337583.5,337583.5,1.1252782e+06,1.1303429e+06
1121,2015,4,60375711022,374078.6,374078.6,374078.6,1.2469286e+06,1.2669549e+06
1122,2015,4,60375711023,347385.66,347385.66,347385.66,1.1579522e+06,1.8862164e+06
1123,2015,4,60375711024,255984.89,255984.89,255984.89,853282.94,1.8168701e+06
1124,2015,4,60375711025,304731.88,304731.88,304731.88,1.01577294e+06,1.00066544e+06
1125,2015,4,60375713001,541886.94,541886.94,541886.94,1.8062898e+06,2.7509635e+06
1126,2015,4,60375713002,405815.5,405815.5,405815.5,1.3527184e+06,6.807022e+06
1127,2015,4,60375713003,604548.4,604548.4,604548.4,2.0151612e+06,3.139302e+06
1128,2015,4,60375713004,300546.03,300546.03,300546.03,1.00182006e+06,1.0818006e+06
1129,2015,4,60375714001,512143.66,512143.66,512143.66,1.7071455e+06,1.6483589e+06
1130,2015,4,60375714002,258366.66,258366.66,258366.66,861222.2,1.0457405e+06
1131,2015,4,60375714003,270764.44,270764.44,270764.44,902548.2,3.6420618e+06
1132,2015,4,60375714004,543950.6,543950.6,543950.6,1.8131688e+06,1.8265786e+06
1133,2015,4,60375714005,435519.44,435519.44,435519.44,1.4517315e+06,1.3924715e+06
1134,2015,4,60375715031,914311.5,914311.5,914311.5,3.047705e+06,1.1462925e+06
1135,2015,4,60375715042,537781.1,537781.1,537781.1,1.7926038e+06,182380.48
1136,2015,4,60375719003,606017.3,606017.3,606017.3,2.0200576e+06,40220.79
1137,2015,5,60375550011,467663.6,467663.6,467663.6,1.5588786e+06,2.6439775e+06
1138,2015,5,60375550012,273278.72,273278.72,273278.72,910929.1,648465.1
1139,2015,5,60375550013,485448.2,485448.2,485448.2,1.6181606e+06,1.2523139e+06
1140,2015,5,60375550014,959361.94,959361.94,959361.94,3.197873e+06,1.8115464e+06
1141,2015,5,60375550021,542746.3,542746.3,542746.3,1.8091545e+06,1.4882305e+06
1142,2015,5,60375550022,919051.2,919051.2,919051.2,3.063504e+06,2.6458112e+06
1143,2015,5,60375551021,1.5695571e+06,1.5695571e+06,1.5695571e+06,5.231857e+06,3.0522478e+06
1144,2015,5,60375551022,958623.4,958623.4,958623.4,3.1954112e+06,889271.25
1145,2015,5,60375551031,1.0546266e+06,1.0546266e+06,1.0546266e+06,3.5154222e+06,2.2210388e+06
1146,2015,5,60375551032,866600.25,866600.25,866600.25,2.8886675e+06,2.130584e+06
1147,2015,5,60375551041,1.02881206e+06,1.02881206e+06,1.02881206e+06,3.4293735e+06,2.3408308e+06
1148,2015,5,60375700011,506222.84,506222.84,506222.84,1.6874095e+06,2.8853948e+06
1149,2015,5,60375700012,334855.6,334855.6,334855.6,1.1161852e+06,796982.6
1150,2015,5,60375700013,604127.3,604127.3,604127.3,2.0137578e+06,2.4991272e+06
1151,2015,5,60375700014,452881.97,452881.97,452881.97,1.5096065e+06,1.4601161e+06
1152,2015,5,60375700021,387889.5,387889.5,387889.5,1.292965e+06,1.5658508e+06
1153,2015,5,60375700022,306911.62,306911.62,306911.62,1.02303875e+06,1.01273025e+06
1154,2015,5,60375700023,453590.34,453590.34,453590.34,1.5119679e+06,1.7290365e+06
1155,2015,5,60375700031,428186.53,428186.53,428186.53,1.4272885e+06,1.8555514e+06
1156,2015,5,60375700032,515247.56,515247.56,515247.56,1.7174919e+06,1.5053436e+06
1157,2015,5,60375700033,309679.03,309679.03,309679.03,1.0322634e+06,966280.4
1158,2015,5,60375700034,264153.12,264153.12,264153.12,880510.44,899050.1
1159,2015,5,60375700035,356976.2,356976.2,356976.2,1.1899206e+06,1.1380228e+06
1160,2015,5,60375707011,332760.47,332760.47,332760.47,1.1092016e+06,1.05918e+06
1161,2015,5,60375707012,1.1354621e+06,1.1354621e+06,1.1354621e+06,3.784874e+06,1.8689975e+06
1162,2015,5,60375707013,278684.44,278684.44,278684.44,928948.1,944277.6
1163,2015,5,60375707014,333118.3,333118.3,333118.3,1.1103944e+06,1.1178536e+06
1164,2015,5,60375707015,853038.6,853038.6,853038.6,2.843462e+06,2.9709602e+06
1165,2015,5,60375707021,608824.8,608824.8,608824.8,2.0294161e+06,1.6141344e+06
1166,2015,5,60375707022,435088,435088,435088,1.4502932e+06,1.5823526e+06
1167,2015,5,60375708001,529589.4,529589.4,529589.4,1.7652979e+06,1.9013902e+06
1168,2015,5,60375708002,527581.25,527581.25,527581.25,1.7586041e+06,1.7595958e+06
1169,2015,5,60375708003,511550.3,511550.3,511550.3,1.7051678e+06,2.9171762e+06
1170,2015,5,60375708004,423305.84,423305.84,423305.84,1.4110195e+06,1.4387246e+06
1171,2015,5,60375708005,387187.88,387187.88,387187.88,1.2906262e+06,2.970349e+06
1172,2015,5,60375709011,574410.7,574410.7,574410.7,1.9147024e+06,2.0492965e+06
1173,2015,5,60375709012,543808.1,543808.1,543808.1,1.8126938e+06,2.2002588e+06
1174,2015,5,60375709013,536395.25,536395.25,536395.25,1.7879841e+06,1.9808441e+06
1175,2015,5,60375709014,298181.75,298181.75,298181.75,993939.1,1.0176196e+06
1176,2015,5,60375709015,453097.38,453097.38,453097.38,1.5103246e+06,1.8531066e+06
1177,2015,5,60375709021,468444.22,468444.22,468444.22,1.5614808e+06,1.5499601e+06
1178,2015,5,60375709022,603102.25,603102.25,603102.25,2.0103408e+06,2.1727555e+06
1179,2015,5,60375709023,495882.16,495882.16,495882.16,1.6529405e+06,1.7485944e+06
1180,2015,5,60375710001,453377.12,453377.12,453377.12,1.5112571e+06,2.7876055e+06
1181,2015,5,60375710002,390193.28,390193.28,390193.28,1.3006442e+06,1.7320925e+06
1182,2015,5,60375710003,426432.34,426432.34,426432.34,1.4214411e+06,1.3103762e+06
1183,2015,5,60375710004,344107.94,344107.94,344107.94,1.1470265e+06,940610.6
1184,2015,5,60375710005,315023.2,315023.2,315023.2,1.0500772e+06,1.0799602e+06
1185,2015,5,60375710006,557650.6,557650.6,557650.6,1.8588354e+06,1.3635491e+06
1186,2015,5,60375711011,311273.97,311273.97,311273.97,1.0375799e+06,864212.75
1187,2015,5,60375711012,352237.34,352237.34,352237.34,1.1741245e+06,1.0286209e+06
1188,2015,5,60375711013,481158.3,481158.3,481158.3,1.603861e+06,1.476618e+06
1189,2015,5,60375711014,518114.16,518114.16,518114.16,1.7270472e+06,1.3818846e+06
1190,2015,5,60375711015,307053.75,307053.75,307053.75,1.0235125e+06,1.8836659e+06
1191,2015,5,60375711021,348836.28,348836.28,348836.28,1.1627876e+06,996228.25
1192,2015,5,60375711022,386547.88,386547.88,386547.88,1.2884929e+06,1.1166312e+06
1193,2015,5,60375711023,358965.2,358965.2,358965.2,1.1965506e+06,1.6624178e+06
1194,2015,5,60375711024,264517.72,264517.72,264517.72,881725.75,1.6012994e+06
1195,2015,5,60375711025,314889.6,314889.6,314889.6,1.049632e+06,881936.94
1196,2015,5,60375713001,559949.8,559949.8,559949.8,1.8664994e+06,2.424563e+06
1197,2015,5,60375713002,419342.7,419342.7,419342.7,1.397809e+06,5.999372e+06
1198,2015,5,60375713003,624700,624700,624700,2.0823332e+06,2.7668252e+06
1199,2015,5,60375713004,310564.22,310564.22,310564.22,1.03521406e+06,953445.44
1200,2015,5,60375714001,529215.1,529215.1,529215.1,1.7640504e+06,1.4527819e+06
1201,2015,5,60375714002,266978.88,266978.88,266978.88,889929.56,921663.9
1202,2015,5,60375714003,279789.94,279789.94,279789.94,932633.1,3.209933e+06
1203,2015,5,60375714004,562082.3,562082.3,562082.3,1.8736078e+06,1.6098559e+06
1204,2015,5,60375714005,450036.75,450036.75,450036.75,1.5001225e+06,1.2272554e+06
1205,2015,5,60375715031,944788.5,944788.5,944788.5,3.149295e+06,1.01028544e+06
1206,2015,5,60375715042,555707.1,555707.1,555707.1,1.8523571e+06,160741.12
1207,2015,5,60375719003,626217.9,626217.9,626217.9,2.0873929e+06,35448.613
1208,2015,6,60375550011,452577.7,452577.7,452577.7,1.5085922e+06,3.333954e+06
1209,2015,6,60375550012,264463.28,264463.28,264463.28,881544.3,817689.6
1210,2015,6,60375550013,469788.56,469788.56,469788.56,1.5659619e+06,1.5791198e+06
1211,2015,6,60375550014,928414.75,928414.75,928414.75,3.094716e+06,2.2842905e+06
1212,2015,6,60375550021,525238.4,525238.4,525238.4,1.7507946e+06,1.8766016e+06
1213,2015,6,60375550022,889404.4,889404.4,889404.4,2.9646812e+06,3.3362662e+06
1214,2015,6,60375551021,1.5189262e+06,1.5189262e+06,1.5189262e+06,5.0630875e+06,3.8487672e+06
1215,2015,6,60375551022,927700.06,927700.06,927700.06,3.0923335e+06,1.1213369e+06
1216,2015,6,60375551031,1.0206065e+06,1.0206065e+06,1.0206065e+06,3.4020215e+06,2.8006448e+06
1217,2015,6,60375551032,838645.4,838645.4,838645.4,2.7954848e+06,2.6865845e+06
1218,2015,6,60375551041,995624.56,995624.56,995624.56,3.3187488e+06,2.9516978e+06
1219,2015,6,60375700011,489893.06,489893.06,489893.06,1.6329769e+06,3.6383722e+06
1220,2015,6,60375700012,324053.78,324053.78,324053.78,1.0801792e+06,1.00496456e+06
1221,2015,6,60375700013,584639.3,584639.3,584639.3,1.9487978e+06,3.1513035e+06
1222,2015,6,60375700014,438272.84,438272.84,438272.84,1.4609095e+06,1.8411504e+06
1223,2015,6,60375700021,375376.94,375376.94,375376.94,1.2512565e+06,1.9744776e+06
1224,2015,6,60375700022,297011.25,297011.25,297011.25,990037.5,1.277014e+06
1225,2015,6,60375700023,438958.4,438958.4,438958.4,1.4631948e+06,2.1802488e+06
1226,2015,6,60375700031,414374.06,414374.06,414374.06,1.3812469e+06,2.339779e+06
1227,2015,6,60375700032,498626.66,498626.66,498626.66,1.6620889e+06,1.8981806e+06
1228,2015,6,60375700033,299689.38,299689.38,299689.38,998964.56,1.2184425e+06
1229,2015,6,60375700034,255632.06,255632.06,255632.06,852106.9,1.1336678e+06
1230,2015,6,60375700035,345460.8,345460.8,345460.8,1.1515361e+06,1.435003e+06
1231,2015,6,60375707011,322026.25,322026.25,322026.25,1.0734209e+06,1.3355854e+06
1232,2015,6,60375707012,1.0988344e+06,1.0988344e+06,1.0988344e+06,3.6627812e+06,2.356734e+06
1233,2015,6,60375707013,269694.62,269694.62,269694.62,898982.06,1.1906979e+06
1234,2015,6,60375707014,322372.56,322372.56,322372.56,1.0745752e+06,1.4095706e+06
1235,2015,6,60375707015,825521.25,825521.25,825521.25,2.7517375e+06,3.746267e+06
1236,2015,6,60375707021,589185.3,589185.3,589185.3,1.9639511e+06,2.0353615e+06
1237,2015,6,60375707022,421052.9,421052.9,421052.9,1.4035096e+06,1.995286e+06
1238,2015,6,60375708001,512505.8,512505.8,512505.8,1.7083528e+06,2.3975802e+06
1239,2015,6,60375708002,510562.5,510562.5,510562.5,1.701875e+06,2.2187828e+06
1240,2015,6,60375708003,495048.7,495048.7,495048.7,1.6501622e+06,3.6784472e+06
1241,2015,6,60375708004,409650.8,409650.8,409650.8,1.3655028e+06,1.8141766e+06
1242,2015,6,60375708005,374697.94,374697.94,374697.94,1.2489931e+06,3.7454962e+06
1243,2015,6,60375709011,555881.3,555881.3,555881.3,1.8529378e+06,2.5840842e+06
1244,2015,6,60375709012,526265.94,526265.94,526265.94,1.7542198e+06,2.774442e+06
1245,2015,6,60375709013,519092.16,519092.16,519092.16,1.7303071e+06,2.4977685e+06
1246,2015,6,60375709014,288562.97,288562.97,288562.97,961876.6,1.2831792e+06
1247,2015,6,60375709015,438481.3,438481.3,438481.3,1.4616044e+06,2.3366965e+06
1248,2015,6,60375709021,453333.1,453333.1,453333.1,1.5111104e+06,1.9544401e+06
1249,2015,6,60375709022,583647.3,583647.3,583647.3,1.9454911e+06,2.7397612e+06
1250,2015,6,60375709023,479885.97,479885.97,479885.97,1.5996199e+06,2.2049105e+06
1251,2015,6,60375710001,438752.06,438752.06,438752.06,1.4625069e+06,3.5150635e+06
1252,2015,6,60375710002,377606.4,377606.4,377606.4,1.258688e+06,2.1841022e+06
1253,2015,6,60375710003,412676.47,412676.47,412676.47,1.3755881e+06,1.6523341e+06
1254,2015,6,60375710004,333007.7,333007.7,333007.7,1.1100256e+06,1.1860739e+06
1255,2015,6,60375710005,304861.16,304861.16,304861.16,1.0162038e+06,1.3617885e+06
1256,2015,6,60375710006,539661.9,539661.9,539661.9,1.798873e+06,1.7193831e+06
1257,2015,6,60375711011,301232.84,301232.84,301232.84,1.0041095e+06,1.0897391e+06
1258,2015,6,60375711012,340874.84,340874.84,340874.84,1.1362495e+06,1.2970515e+06
1259,2015,6,60375711013,465637.1,465637.1,465637.1,1.5521236e+06,1.8619586e+06
1260,2015,6,60375711014,501400.8,501400.8,501400.8,1.671336e+06,1.7425035e+06
1261,2015,6,60375711015,297148.78,297148.78,297148.78,990495.94,2.3752302e+06
1262,2015,6,60375711021,337583.5,337583.5,337583.5,1.1252782e+06,1.2562056e+06
1263,2015,6,60375711022,374078.6,374078.6,374078.6,1.2469286e+06,1.4080291e+06
1264,2015,6,60375711023,347385.66,347385.66,347385.66,1.1579522e+06,2.0962449e+06
1265,2015,6,60375711024,255984.89,255984.89,255984.89,853282.94,2.019177e+06
1266,2015,6,60375711025,304731.88,304731.88,304731.88,1.01577294e+06,1.1120886e+06
1267,2015,6,60375713001,541886.94,541886.94,541886.94,1.8062898e+06,3.0572808e+06
1268,2015,6,60375713002,405815.5,405815.5,405815.5,1.3527184e+06,7.564978e+06
1269,2015,6,60375713003,604548.4,604548.4,604548.4,2.0151612e+06,3.4888605e+06
1270,2015,6,60375713004,300546.03,300546.03,300546.03,1.00182006e+06,1.2022581e+06
1271,2015,6,60375714001,512143.66,512143.66,512143.66,1.7071455e+06,1.8319021e+06
1272,2015,6,60375714002,258366.66,258366.66,258366.66,861222.2,1.1621828e+06
1273,2015,6,60375714003,270764.44,270764.44,270764.44,902548.2,4.0476022e+06
1274,2015,6,60375714004,543950.6,543950.6,543950.6,1.8131688e+06,2.0299665e+06
1275,2015,6,60375714005,435519.44,435519.44,435519.44,1.4517315e+06,1.5475219e+06
1276,2015,6,60375715031,914311.5,914311.5,914311.5,3.047705e+06,1.2739311e+06
1277,2015,6,60375715042,537781.1,537781.1,537781.1,1.7926038e+06,202688.39
1278,2015,6,60375719003,606017.3,606017.3,606017.3,2.0200576e+06,44699.34
1279,2015,7,60375550011,467663.6,467663.6,467663.6,1.5588786e+06,3.2487658e+06
1280,2015,7,60375550012,273278.72,273278.72,273278.72,910929.1,796796.2
1281,2015,7,60375550013,485448.2,485448.2,485448.2,1.6181606e+06,1.5387705e+06
1282,2015,7,60375550014,959361.94,959361.94,959361.94,3.197873e+06,2.2259228e+06
1283,2015,7,60375550021,542746.3,542746.3,542746.3,1.8091545e+06,1.8286511e+06
1284,2015,7,60375550022,919051.2,919051.2,919051.2,3.063504e+06,3.251019e+06
1285,2015,7,60375551021,1.5695571e+06,1.5695571e+06,1.5695571e+06,5.231857e+06,3.7504245e+06
1286,2015,7,60375551022,958623.4,958623.4,958623.4,3.1954112e+06,1.0926848e+06
1287,2015,7,60375551031,1.0546266e+06,1.0546266e+06,1.0546266e+06,3.5154222e+06,2.7290835e+06
1288,2015,7,60375551032,866600.25,866600.25,866600.25,2.8886675e+06,2.6179375e+06
1289,2015,7,60375551041,1.02881206e+06,1.02881206e+06,1.02881206e+06,3.4293735e+06,2.8762768e+06
1290,2015,7,60375700011,506222.84,506222.84,506222.84,1.6874095e+06,3.5454055e+06
1291,2015,7,60375700012,334855.6,334855.6,334855.6,1.1161852e+06,979285.94
1292,2015,7,60375700013,604127.3,604127.3,604127.3,2.0137578e+06,3.0707822e+06
1293,2015,7,60375700014,452881.97,452881.97,452881.97,1.5096065e+06,1.7941058e+06
1294,2015,7,60375700021,387889.5,387889.5,387889.5,1.292965e+06,1.9240262e+06
1295,2015,7,60375700022,306911.62,306911.62,306911.62,1.02303875e+06,1.244384e+06
1296,2015,7,60375700023,453590.34,453590.34,453590.34,1.5119679e+06,2.1245395e+06
1297,2015,7,60375700031,428186.53,428186.53,428186.53,1.4272885e+06,2.2799935e+06
1298,2015,7,60375700032,515247.56,515247.56,515247.56,1.7174919e+06,1.8496788e+06
1299,2015,7,60375700033,309679.03,309679.03,309679.03,1.0322634e+06,1.1873091e+06
1300,2015,7,60375700034,264153.12,264153.12,264153.12,880510.44,1.1047005e+06
1301,2015,7,60375700035,356976.2,356976.2,356976.2,1.1899206e+06,1.3983361e+06
1302,2015,7,60375707011,332760.47,332760.47,332760.47,1.1092016e+06,1.3014588e+06
1303,2015,7,60375707012,1.1354621e+06,1.1354621e+06,1.1354621e+06,3.784874e+06,2.2965155e+06
1304,2015,7,60375707013,278684.44,278684.44,278684.44,928948.1,1.1602735e+06
1305,2015,7,60375707014,333118.3,333118.3,333118.3,1.1103944e+06,1.3735536e+06
1306,2015,7,60375707015,853038.6,853038.6,853038.6,2.843462e+06,3.6505432e+06
1307,2015,7,60375707021,608824.8,608824.8,608824.8,2.0294161e+06,1.9833545e+06
1308,2015,7,60375707022,435088,435088,435088,1.4502932e+06,1.9443029e+06
1309,2015,7,60375708001,529589.4,529589.4,529589.4,1.7652979e+06,2.3363178e+06
1310,2015,7,60375708002,527581.25,527581.25,527581.25,1.7586041e+06,2.162089e+06
1311,2015,7,60375708003,511550.3,511550.3,511550.3,1.7051678e+06,3.5844565e+06
1312,2015,7,60375708004,423305.84,423305.84,423305.84,1.4110195e+06,1.7678212e+06
1313,2015,7,60375708005,387187.88,387187.88,387187.88,1.2906262e+06,3.6497922e+06
1314,2015,7,60375709011,574410.7,574410.7,574410.7,1.9147024e+06,2.5180565e+06
1315,2015,7,60375709012,543808.1,543808.1,543808.1,1.8126938e+06,2.7035502e+06
1316,2015,7,60375709013,536395.25,536395.25,536395.25,1.7879841e+06,2.433946e+06
1317,2015,7,60375709014,298181.75,298181.75,298181.75,993939.1,1.2503918e+06
1318,2015,7,60375709015,453097.38,453097.38,453097.38,1.5103246e+06,2.2769898e+06
1319,2015,7,60375709021,468444.22,468444.22,468444.22,1.5614808e+06,1.9045009e+06
1320,2015,7,60375709022,603102.25,603102.25,603102.25,2.0103408e+06,2.6697558e+06
1321,2015,7,60375709023,495882.16,495882.16,495882.16,1.6529405e+06,2.1485712e+06
1322,2015,7,60375710001,453377.12,453377.12,453377.12,1.5112571e+06,3.4252475e+06
1323,2015,7,60375710002,390193.28,390193.28,390193.28,1.3006442e+06,2.1282945e+06
1324,2015,7,60375710003,426432.34,426432.34,426432.34,1.4214411e+06,1.6101141e+06
1325,2015,7,60375710004,344107.94,344107.94,344107.94,1.1470265e+06,1.1557676e+06
1326,2015,7,60375710005,315023.2,315023.2,315023.2,1.0500772e+06,1.3269924e+06
1327,2015,7,60375710006,557650.6,557650.6,557650.6,1.8588354e+06,1.6754499e+06
1328,2015,7,60375711011,311273.97,311273.97,311273.97,1.0375799e+06,1.0618944e+06
1329,2015,7,60375711012,352237.34,352237.34,352237.34,1.1741245e+06,1.2639096e+06
1330,2015,7,60375711013,481158.3,481158.3,481158.3,1.603861e+06,1.8143824e+06
1331,2015,7,60375711014,518114.16,518114.16,518114.16,1.7270472e+06,1.6979795e+06
1332,2015,7,60375711015,307053.75,307053.75,307053.75,1.0235125e+06,2.314539e+06
1333,2015,7,60375711021,348836.28,348836.28,348836.28,1.1627876e+06,1.2241074e+06
1334,2015,7,60375711022,386547.88,386547.88,386547.88,1.2884929e+06,1.3720515e+06
1335,2015,7,60375711023,358965.2,358965.2,358965.2,1.1965506e+06,2.0426822e+06
1336,2015,7,60375711024,264517.72,264517.72,264517.72,881725.75,1.9675835e+06
1337,2015,7,60375711025,314889.6,314889.6,314889.6,1.049632e+06,1.0836729e+06
1338,2015,7,60375713001,559949.8,559949.8,559949.8,1.8664994e+06,2.979162e+06
1339,2015,7,60375713002,419342.7,419342.7,419342.7,1.397809e+06,7.3716795e+06
1340,2015,7,60375713003,624700,624700,624700,2.0823332e+06,3.399714e+06
1341,2015,7,60375713004,310564.22,310564.22,310564.22,1.03521406e+06,1.1715384e+06
1342,2015,7,60375714001,529215.1,529215.1,529215.1,1.7640504e+06,1.7850939e+06
1343,2015,7,60375714002,266978.88,266978.88,266978.88,889929.56,1.132487e+06
1344,2015,7,60375714003,279789.94,279789.94,279789.94,932633.1,3.944179e+06
1345,2015,7,60375714004,562082.3,562082.3,562082.3,1.8736078e+06,1.9780972e+06
1346,2015,7,60375714005,450036.75,450036.75,450036.75,1.5001225e+06,1.50798e+06
1347,2015,7,60375715031,944788.5,944788.5,944788.5,3.149295e+06,1.24138e+06
1348,2015,7,60375715042,555707.1,555707.1,555707.1,1.8523571e+06,197509.34
1349,2015,7,60375719003,626217.9,626217.9,626217.9,2.0873929e+06,43557.19
1350,2015,8,60375550011,467663.6,467663.6,467663.6,1.5588786e+06,3.6615105e+06
1351,2015,8,60375550012,273278.72,273278.72,273278.72,910929.1,898026.44
1352,2015,8,60375550013,485448.2,485448.2,485448.2,1.6181606e+06,1.7342661e+06
1353,2015,8,60375550014,959361.94,959361.94,959361.94,3.197873e+06,2.5087188e+06
1354,2015,8,60375550021,542746.3,542746.3,542746.3,1.8091545e+06,2.060975e+06
1355,2015,8,60375550022,919051.2,919051.2,919051.2,3.063504e+06,3.6640498e+06
1356,2015,8,60375551021,1.5695571e+06,1.5695571e+06,1.5695571e+06,5.231857e+06,4.2269035e+06
1357,2015,8,60375551022,958623.4,958623.4,958623.4,3.1954112e+06,1.2315066e+06
1358,2015,8,60375551031,1.0546266e+06,1.0546266e+06,1.0546266e+06,3.5154222e+06,3.0758042e+06
1359,2015,8,60375551032,866600.25,866600.25,866600.25,2.8886675e+06,2.9505378e+06
1360,2015,8,60375551041,1.02881206e+06,1.02881206e+06,1.02881206e+06,3.4293735e+06,3.241698e+06
1361,2015,8,60375700011,506222.84,506222.84,506222.84,1.6874095e+06,3.9958372e+06
1362,2015,8,60375700012,334855.6,334855.6,334855.6,1.1161852e+06,1.1037009e+06
1363,2015,8,60375700013,604127.3,604127.3,604127.3,2.0137578e+06,3.4609148e+06
1364,2015,8,60375700014,452881.97,452881.97,452881.97,1.5096065e+06,2.0220408e+06
1365,2015,8,60375700021,387889.5,387889.5,387889.5,1.292965e+06,2.1684672e+06
1366,2015,8,60375700022,306911.62,306911.62,306911.62,1.02303875e+06,1.4024788e+06
1367,2015,8,60375700023,453590.34,453590.34,453590.34,1.5119679e+06,2.3944552e+06
1368,2015,8,60375700031,428186.53,428186.53,428186.53,1.4272885e+06,2.569659e+06
1369,2015,8,60375700032,515247.56,515247.56,515247.56,1.7174919e+06,2.0846741e+06
1370,2015,8,60375700033,309679.03,309679.03,309679.03,1.0322634e+06,1.3381528e+06
1371,2015,8,60375700034,264153.12,264153.12,264153.12,880510.44,1.245049e+06
1372,2015,8,60375700035,356976.2,356976.2,356976.2,1.1899206e+06,1.57599e+06
1373,2015,8,60375707011,332760.47,332760.47,332760.47,1.1092016e+06,1.4668048e+06
1374,2015,8,60375707012,1.1354621e+06,1.1354621e+06,1.1354621e+06,3.784874e+06,2.58828e+06
1375,2015,8,60375707013,278684.44,278684.44,278684.44,928948.1,1.3076822e+06
1376,2015,8,60375707014,333118.3,333118.3,333118.3,1.1103944e+06,1.5480589e+06
1377,2015,8,60375707015,853038.6,853038.6,853038.6,2.843462e+06,4.1143325e+06
1378,2015,8,60375707021,608824.8,608824.8,608824.8,2.0294161e+06,2.235333e+06
1379,2015,8,60375707022,435088,435088,435088,1.4502932e+06,2.19132e+06
1380,2015,8,60375708001,529589.4,529589.4,529589.4,1.7652979e+06,2.633139e+06
1381,2015,8,60375708002,527581.25,527581.25,527581.25,1.7586041e+06,2.436775e+06
1382,2015,8,60375708003,511550.3,511550.3,511550.3,1.7051678e+06,4.0398495e+06
1383,2015,8,60375708004,423305.84,423305.84,423305.84,1.4110195e+06,1.9924169e+06
1384,2015,8,60375708005,387187.88,387187.88,387187.88,1.2906262e+06,4.113486e+06
1385,2015,8,60375709011,574410.7,574410.7,574410.7,1.9147024e+06,2.837967e+06
1386,2015,8,60375709012,543808.1,543808.1,543808.1,1.8126938e+06,3.047027e+06
1387,2015,8,60375709013,536395.25,536395.25,536395.25,1.7879841e+06,2.7431708e+06
1388,2015,8,60375709014,298181.75,298181.75,298181.75,993939.1,1.4092499e+06
1389,2015,8,60375709015,453097.38,453097.38,453097.38,1.5103246e+06,2.5662735e+06
1390,2015,8,60375709021,468444.22,468444.22,468444.22,1.5614808e+06,2.1464612e+06
1391,2015,8,60375709022,603102.25,603102.25,603102.25,2.0103408e+06,3.008939e+06
1392,2015,8,60375709023,495882.16,495882.16,495882.16,1.6529405e+06,2.4215398e+06
1393,2015,8,60375710001,453377.12,453377.12,453377.12,1.5112571e+06,3.8604135e+06
1394,2015,8,60375710002,390193.28,390193.28,390193.28,1.3006442e+06,2.3986872e+06
1395,2015,8,60375710003,426432.34,426432.34,426432.34,1.4214411e+06,1.8146736e+06
1396,2015,8,60375710004,344107.94,344107.94,344107.94,1.1470265e+06,1.302604e+06
1397,2015,8,60375710005,315023.2,315023.2,315023.2,1.0500772e+06,1.4955822e+06
1398,2015,8,60375710006,557650.6,557650.6,557650.6,1.8588354e+06,1.8883101e+06
1399,2015,8,60375711011,311273.97,311273.97,311273.97,1.0375799e+06,1.1968045e+06
1400,2015,8,60375711012,352237.34,352237.34,352237.34,1.1741245e+06,1.424485e+06
1401,2015,8,60375711013,481158.3,481158.3,481158.3,1.603861e+06,2.0448935e+06
1402,2015,8,60375711014,518114.16,518114.16,518114.16,1.7270472e+06,1.913702e+06
1403,2015,8,60375711015,307053.75,307053.75,307053.75,1.0235125e+06,2.6085935e+06
1404,2015,8,60375711021,348836.28,348836.28,348836.28,1.1627876e+06,1.379626e+06
1405,2015,8,60375711022,386547.88,386547.88,386547.88,1.2884929e+06,1.546366e+06
1406,2015,8,60375711023,358965.2,358965.2,358965.2,1.1965506e+06,2.302198e+06
1407,2015,8,60375711024,264517.72,264517.72,264517.72,881725.75,2.2175582e+06
1408,2015,8,60375711025,314889.6,314889.6,314889.6,1.049632e+06,1.2213498e+06
